Words,Translation
その人生も,We don't know how long we'll be able to live.
いつまで生きられるかわからないのでやっぱりこう、,I don't know how long I'll be able to live.
今という時を大事に生きていく っていうことが,I guess it's important to live in the present moment.
ねー、重要なんでしょうね。,I think it's important to live in the present moment.
そのためにもぜひ皆さん、名言を調べて,"For this reason, I hope you will look up quotes and"
活力にしていただければと思います。,I hope you will look up these quotes and use them as a source of energy.
さあ、アンケートのリプライもご紹介していきました。,"Now, I've introduced the replies to the survey."
皆様にとって明日も素敵な一日になりますように,I wish you all a wonderful day tomorrow!
茨城マスター茨城クイズをお伝えしていきます。,I'll be giving you the Ibaraki Master Ibaraki Quiz.
さあ〜これ、どうでしょう？！,What do you think of this?
私ねよくアクアワールドのね茨城県大洗水族館行ってたんですよ。,I used to go to Aqua World's Oarai Aquarium in Ibaraki Prefecture.
夏も行ってたんですけれども,I used to go there in the summer too.
さあ、こちら！,"Well, here it is!"
茨城県にある「アクアワールド茨城県大洗水族館」で、日本一の飼育数を記録している動物は？何でしょう？,What is the largest number of animals kept at Aqua World Ibaraki Prefecture Oarai Aquarium in Ibaraki Prefecture in Japan? What is it?
①. ペンギン ②. サメ ③. ラッコ,1). Penguins ②. Sharks ③. Sea otters
どうでしょう？,What do you think?
あの、この絵がかわいいですね。,I think this picture is cute.
ラッコちゃんが特になんか可愛い気がしますね,I think the sea otter is especially cute.
これどう思います？,What do you think of this?
①. ペンギン ②. サメ ③. ラッコ,1). Penguin ②. Shark ③. Sea otter
えー！これ茨城県民の方どうでしょうね？でも、、,"Oh, no! What do you think of this, Ibaraki Prefecture residents? But..."
茨城県の水族館と言ったらこのアクアワールド、茨城県大洗水族館だと思うんですよ。,"When it comes to aquariums in Ibaraki Prefecture, I think of Aqua World, Ibaraki Prefecture's Oarai Aquarium."
アクアワールドって言ったらもう大洗ですよねって話になります。,"If you say ""Aqua World,"" you're already talking about Oarai, right?"
絶対。絶対そうだと思うんですよ。,Absolutely. I think that's absolutely true.
その中で、動物ねー。,"Among them, there are animals."
動物どうでしょうねえ？,What do you think of the animals?
サメじゃない？と、「ラッコじゃない」と、どうでしょうねえ？,"Aren't there sharks? Or, ""Not sea otters"", what do you think?"
これ迷いますよねきっとね。,I'm sure you're confused.
クラゲじゃない？、クラゲはないですよ。,"What about jellyfish? No, there are no jellyfish."
いや、アクアワールドといえば、、いかがですか？,"No, how about Aqua World?"
え、私ちょっと分かっちゃったかもしれないです。,"Well, I think I might have figured it out."
だってあの何回も行ってるから。,Because I've been there so many times.
これが多いんじゃないかなって思うんですよね。,I think there are many of these.
スペースも広いので,It's a big space.
うーん。,Hmmm.
けっこうそうですね、この3問目はマイナーですよね。,"The third question is a minor one, isn't it?"
一つとは限らないんじゃない？といったコメントも届いてますね。,"It's not necessarily one, is it? I've also received comments from people who say, ""I don't know."
うーん。,Hmmm.
全部？,All of them?
どうでしょうねえ？,What do you think?
あっ、「ちなんだぬいぐるみが多いものじゃない？」と。 ちょっと尖った目線でも届いておりますけれども,"There are many stuffed animals associated with it, aren't there? And so on. I'm getting a bit of a sharp point of view here."
え、この中にどうでしょう？茨城県民の方いらっしゃいますか？,"Well, what do you think of this one? Do any of you live in Ibaraki Prefecture?"
アクアワールドに ね、 行かれた方いらっしゃいますでしょうか？,Have any of you ever been to Aqua World?
初めて？ 初めてですか？,First time? Is it your first time?
アクアワールド大洗水族館はね、,"Aqua World Oarai Aquarium, you know."
茨城では有名ですよ。本当に。,It's famous in Ibaraki. It's really famous in Ibaraki.
車でも行けますし、電車でも行きやすいですからね。,It's easy to get there by car or by train.
イルカショーもいいですよ。,"The dolphin show is good, too."
では。,Let's see.
けっこう広くてね、周れるんですよ。,"It's pretty big, and you can go around."
はあい。,Haai.
有名ですよね？そう、遠足でも行くんですよ。,"It's famous, isn't it? Yes, we go there on field trips."
遠足で行く学校が多いと思いますよ。,I think a lot of schools go there for field trips.
海が近いのでぜひみなさんも,"It's close to the ocean, so you should go there too."
なんか宣伝みたいになっちゃってますけれども,I feel like I'm advertising.
ではでは、ちょっと見ていきますか？,"So, let's take a look, shall we?"
正解は〜こちら！,The correct answer is here!
サメでしたー！,It's a shark!
現在59種類のサメを展示しており、日本一の飼育種類数を記録している,"There are currently 59 species of sharks on display, the largest number of sharks kept in Japan."
やっぱりサメが、多いですよねー,"There are a lot of sharks, aren't there?"
サメだー、正解だー、当たった！といった方いらっしゃいました。,"It's a shark, it's a correct answer, I got it! Some of you said, ""Yes!"
よっしゃー！と、 あ、おめでとうございます。,"Yay! And, oh, congratulations."
だよね、これは有名,"I know, this is famous."
茨城の方にとってはそうなのかもしれないですね,"Maybe for people in Ibaraki, it is."
サメ59種類ってマジかと驚きの声も届いていますけれども,Some people were surprised to hear that there are 59 kinds of sharks.
ま、ちょっとねこう興味のある方は訪れてみてもいいかもしれませんね。,"Well, if you're interested in this kind of thing, you might want to visit."
①、②は、あーなるほど。 あまりわからなかったという方もいらっしゃいましたね。,"If you're interested, you might want to visit. Some people said they didn't know much about it."
さあ、ということで今日は茨城クイズをご紹介していきました。,"So, that's it for today's Ibaraki quiz."
どうですか？茨城にちょっと興味を持った方いらっしゃいますか？,What do you think? Has anyone become a little more interested in Ibaraki?
魅力度上がりますかね？,Is it getting more attractive?
どんどんどんどん上げて行けると私も嬉しいんですけれども。,I'd be happy if I could make it more and more attractive.
全問不正解,All questions answered incorrectly
勉強不足だっぺと大阪の方からいただきました。,I received a question from a person in Osaka who said he didn't study hard enough.
ありがとうございます。,Thank you very much.
あのー、ね、あの、県をまたいでそれぞれのね、地域の特色を楽しめるといいですよね？,"Well, you know, it would be nice if we could enjoy the characteristics of each region across the prefecture, wouldn't it?"
またこういったこういったコーナーがありましたらぜひお楽しみください。,I hope you will enjoy this kind of corner when it is held again.
