Sentence,Translation
・この辺で美味しいレストランを知っていますか。,Do you know any good restaurants around here?
・日本語学校を卒業したら、国へ帰って日本語の先生になろうと思っています。,"After graduating from a Japanese language school, I plan to return to my country and become a Japanese language teacher."
・この問題は小学生でもわかるぐらいの簡単な問題だ。,This problem is so simple that even an elementary school student can understand it.
・お腹が空いて冷蔵庫を開けたけど、水しかありませんでした。,"I was hungry and opened the refrigerator, but there was only water."
・日本のコンビニでは商品の購入いかんに関わらず、お手洗いを利用することができる。,"If you are late for an exam for any reason, you cannot take the exam."
・バスがなかなか来ませんね。,"The bus doesn't come very often, does it?"
・ジェシカさんの髪から甘い香りがしますね。,I can smell the sweet scent of Jessica's hair.
・必ず君を幸せにするから、僕と結婚してください。,"I will make you happy, so please marry me."
・みんなで助け合いましょう。,Let's all help each other.
・すみませんが、もう少しゆっくり話してください。,"Excuse me, but could you please speak a little slower?"
・お茶でも飲みながら話しませんか。,Why don't we talk over a cup of tea?
・私だって泣きたいこともあるよ。,"There are times when I want to cry, too."
・夕方のミーティングがキャンセルになったので、飲み会に参加できるようになりました。,"My evening meeting was cancelled, so I can now attend a drinking party."
・もし早く終わったら、間違いがないか見直しをしてください。,"If you finish early, please check your work for mistakes."
・彼は服装からして、お金をたくさん持っていそうだ。,"He seems to have a lot of money, judging from his clothes."
・これをください。,Please give me this.
・申し訳ございませんが、その質問には答えかねます。,"I'm sorry, but I can't answer that question."
・このコースでは簡単なシステムの作り方を学びます。,"In this course, you will learn how to create a simple system."
・お金がなくても、私たち家族は幸せです。,"Even if we don't have money, our family is happy."
・後で使いますから、そのままでけっこうです。,"We'll use it later, so leave it as it is."
・ジョンさんは入学以来、一度も学校を休んでいない。,John hasn't missed a single day of school since he entered the university.
・このケーキは美味しそうですね。,This cake looks delicious.
・今日習ったことを忘れないように、あとで復習します。,I will review what I learned today so that I don't forget it.
